cmte_id,amndt_ind,rpt_tp,transaction_pgi,image_num,transaction_tp,entity_tp,name,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,other_id,cand_id,cand_name,cand_pty_affil,cand_office,tran_id,file_num,memo_cd,memo_text,sub_id
C00725820,N,30R,P2024,202102049425015900,24A,ORG,SUMMIT STRATEGIC COMMUNICATIONS LLC,PARK CITY,UT,840987502,NA,NA,01082021,6585,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,500089221,1498464,NA,NA,4020620211121398e3
C00725820,N,30R,P2024,202102049425015900,24A,ORG,SHUTTERSTOCK,NEW YORK,NY,101182100,NA,NA,01082021,1937,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,500089243,1498464,NA,NA,4020620211121398e3
C00749101,N,30R,P2024,202102049425073820,24A,ORG,"GRASSROOTS MEDIA, LLC",BALA CYNWYD,PA,19004,NA,NA,01252021,1088,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.6413,1498608,NA,NA,4022420211188852700
C00250068,N,M2,P2022,2.0210216942780282e+17,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,01152021,2500,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,SB23.10876,1500007,NA,NA,4021920211158862e3
C00448696,N,M2,P2024,202102199428655870,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01192021,25750,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E1D4AFC8D036444288D3,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655870,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01192021,51500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E112BC37CF0A6440B944,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655870,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01192021,51500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E1FC4DDF89BC045D5B56,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,ORG,RIGHT COUNTRY LISTS,ALEXANDRIA,VA,223143109,NA,NA,01202021,25900,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E989F53EC66FD426987D,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655870,24E,ORG,RIGHT COUNTRY LISTS,ALEXANDRIA,VA,223143109,NA,NA,01192021,25900,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EA65313AA5C8848F587A,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01192021,51500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E1A9777C69EDB405B980,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,01142021,1948,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EE6D34444197A449FBF5,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,ORG,TMA DIRECT,RESTON,VA,201905952,NA,NA,01282021,48081,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E51E879942FDC4CD39E8,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01202021,51500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EEA33A6E7131643D5BD2,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,NA,NA,01202021,51500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E4C4F982122044C9B856,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,01202021,12703,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,ED429BE22576B420CB2F,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,P2024,202102199428655900,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,01282021,609,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E984F19FC7EB9456094F,1501126,NA,NA,4022320211164077e3
C00448696,N,M2,G2024,202102199428653400,24K,CCM,JOSH HAWLEY FOR SENATE,CHESTERFIELD,MO,63005,NA,NA,01142021,5000,C00652727,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,B6A8689042D6A49FC8C3,1501126,NA,NA,4022320211164085e3
C00000885,N,M2,P2022,2.0210218942831958e+17,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,01252021,5000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,45600275,1500572,NA,CONTRIBUTION,4022620211189801e3
C00147173,N,M2,P2020,202102179428314560,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,01312021,-2000,C00541862,H4MO08162,"SMITH, JASON T",REP,H,45623729,1500506,NA,VOID - JASON SMITH FOR CONGRESS-ISSUED 2/3/20,4022620211189800400
C00147173,N,M2,P2020,202102179428314560,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,01312021,-1124,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,45623742,1500506,NA,VOID - GRAVES FOR CONGRESS-ISSED 5/15/20,4022620211189800400
C00147173,N,M2,G2020,202102179428314560,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,01312021,-1124,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,45623743,1500506,NA,VOID - GRAVES FOR CONGRESS-ISSUED 4/21/20,4022620211189800400
C00039214,N,M2,P2020,202102199428673120,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,01312021,-1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,SB23.4735,1501284,NA,NA,4030220211190401e3
C00689091,N,M2,G2020,202102199428657280,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,641411872,NA,NA,01292021,-5000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,B78F7C2E0B28443F99C1,1501179,NA,NA,4030220211190401e3
C00000901,N,M2,G2020,202102199428644130,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,641082642,NA,NA,01192021,-4000,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,48F11F2115F0553029F,1501009,NA,NA,4022420211164443600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,ORG,JHCH VENTURES,CHICAGO,IL,60614,NA,NA,01192021,1500,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117380,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879802e+17,24A,ORG,SIGNAL ROCK,PORTLAND,OR,97213,NA,NA,01192021,875,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117328,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,IND,"JOHNSON, WES",LOS ANGELES,CA,90068,NA,NA,01112021,44,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117409,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,IND,"JOHNSON, WES",LOS ANGELES,CA,90068,NA,NA,01192021,100,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117330,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,ORG,SIGNAL ROCK,PORTLAND,OR,97213,NA,NA,01112021,450,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117420,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,IND,"ELLIKER, SHARI",ALEXANDRIA,VA,22314,NA,NA,01192021,40,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117369,1501613,NA,NA,4030220211190384600
C00748582,N,M2,P2024,2.0210220942879798e+17,24A,ORG,JHCH VENTURES,CHICAGO,IL,60614,NA,NA,01112021,875,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,SE.117389,1501613,NA,NA,4030220211190384600
C00009282,N,M3,P2022,202103159440491840,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,02082021,5000,C00304758,S0MO00183,"BLUNT, ROY",REP,S,B784210,1504111,NA,NA,4031520211261329400
C00004994,N,M3,P2022,202103109440363140,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02042021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,10887029,1503533,NA,CAMPAIGN CONTRIBUTION,4031120211239326700
C00113159,N,M3,P2022,202103159440478300,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,02082021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B784038,1504004,NA,NA,4031520211256485e3
C00113159,N,M3,P2022,202103159440478300,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,02082021,2500,C00304758,S0MO00183,"BLUNT, ROY",REP,S,B784032,1504004,NA,NA,4031520211256485e3
C00002766,N,M3,P2022,202103169440547650,24K,CCM,SIFTON FOR SENATE,ST. LOUIS,MO,63158,NA,NA,02032021,5000,C00768465,S2MO00478,"SIFTON, SCOTT MR.",DEM,S,18084531,1504386,NA,CONTRIBUTION,4031820211261736e3
C00034488,N,M3,P2022,202103119440467900,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,02022021,5000,C00304758,S0MO00183,"BLUNT, ROY",REP,S,91D3FD1925B1B7637F0,1503695,NA,NA,4031320211255246e3
C00034488,N,M3,G2022,202103119440467900,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,02022021,5000,C00304758,S0MO00183,"BLUNT, ROY",REP,S,2826A2CDA0FB5C2F6A9,1503695,NA,NA,4031320211255246e3
C00034488,N,M3,P2022,202103119440467900,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,02252021,5000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,02221608382926AE69A,1503695,NA,NA,4031320211255246e3
C00142596,N,M3,P2022,202103119440467970,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02032021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,2ADE9B91BB8C230C014,1503696,NA,NA,4031120211254491600
C00458158,N,M3,P2022,202103189441293820,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,02172021,2000,C00304758,S0MO00183,"BLUNT, ROY",REP,S,13003946,1504912,NA,DIRECT CONTRIBUTION,4031920211261806e3
C00027359,N,M3,P2022,202103189441294620,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,02262021,2500,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,45659328,1504949,NA,NA,4031920211261806600
C00170258,N,M3,P2022,202103189441294940,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,641411872,NA,NA,02192021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,B785C1ABFAFAE481BB9A,1504981,NA,NA,4031920211261806600
C00170258,N,M3,P2022,202103189441294940,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,641082642,NA,NA,02192021,2500,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,B4BB9993B1D4446FFB58,1504981,NA,NA,4031920211261806600
C00448696,N,M3,P2024,202103199441656540,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,02182021,921,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E28FDF02384EF4859BC2,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656540,24E,ORG,TMA DIRECT,RESTON,VA,201905952,NA,NA,02242021,26007,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EAD84D02B519243C785D,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656540,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,02242021,236,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EA3A13C51411A43678DA,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656500,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,02042021,4075,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E8F0613F9FD784E298E1,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656500,24E,ORG,REGNERY PUBLISHING,ARLINGTON,VA,222092016,NA,NA,02052021,64750,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,E118CC93B9842467B998,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656540,24E,ORG,CONSERVATIVE CONNECTOR LLC,GREENWOOD,IN,461431464,NA,NA,02112021,51750,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EBB7659031A0546218E8,1505436,NA,NA,4032020211261910500
C00448696,N,M3,P2024,202103199441656540,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,02112021,2686,S8MO00160,S8MO00160,"HAWLEY, JOSHUA DAVID SEN",REP,S,EAE56BEF1C2AC4AD2893,1505436,NA,NA,4032020211261910500
C00337626,N,M3,P2022,202103189441299140,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02022021,2000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,6582462D8F0A0B7AA72,1505011,NA,NA,4031920211261807600
C00337626,N,M3,P2022,202103189441299140,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,02022021,2000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,2149F712EDE67A0C694,1505011,NA,NA,4031920211261807600
C00038604,N,M3,P2022,202103189441287970,24K,CCM,BLAINE FOR CONGRESS,JEFFERSON CITY,MO,651021025,NA,NA,02162021,2500,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,B3A89CD7ED9484AABA96,1504741,NA,NA,4032020211261913e3
C00332296,N,M3,P2022,202103209441676600,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,02222021,1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,SB23.82675,1505678,NA,NA,4032420211262818300
C00431312,N,M3,P2022,202103199441623200,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02192021,1000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,AD2C394A28A6D7D1E93,1505148,NA,NA,4032020211261915e3
C00004812,N,M3,P2022,202103199441658880,24K,CCM,CLEAVER FOR CONGRESS,WASHINGTON,DC,200034007,NA,NA,02242021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,B5A0942980C9C464E848,1505475,NA,NA,4032320211262033e3
C00004812,N,M3,P2022,202103199441658880,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,02242021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B2D032536138741CDB60,1505475,NA,NA,4032320211262033e3
C00004812,N,M3,P2022,202103199441658880,24K,CCM,FRIENDS OF ROY BLUNT,WASHINGTON,DC,200025618,NA,NA,02242021,2500,C00304758,S0MO00183,"BLUNT, ROY",REP,S,B51B74EF56C5B4E65A64,1505475,NA,NA,4032320211262033e3
C00005249,N,M3,P2022,202103209441677700,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02102021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,18091339,1505713,NA,NA,4032320211262034e3
C00118943,N,M3,P2022,202103209441679400,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,02262021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,83653169,1505735,NA,"EVENT:  FEBRUARY 26, 2021",4032320211262034e3
C00161414,N,M4,P2022,202104029443059970,24K,CCM,BLAINE FOR CONGRESS,ST ELIZABETH,MO,65075,NA,NA,03082021,1000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,B003259S000001L23,1507404,NA,NA,4040320211274803e3
C00161414,N,M4,P2022,202104029443059970,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03292021,1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B003261S000001L23,1507404,NA,NA,4040320211274803e3
C00687558,N,M4,G2021,202104059443064450,24K,CCM,GRAVES FOR CONGRESS--GRAVES FOR CONGRESS,WASHINGTON,DC,20003,NA,NA,03152021,2500,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,SB23.4594,1507669,NA,NA,4040620211275746300
C00142596,N,M4,P2022,202104079443075100,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,03012021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,34A4E297401005719D3,1508254,NA,NA,4040720211276558300
C00142596,N,M4,P2022,202104079443075100,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,NA,NA,03042021,2500,C00304758,S0MO00183,"BLUNT, ROY",REP,S,2AC8F2F8F207D7DDE5F,1508254,NA,NA,4040720211276558300
C00401299,N,M4,P2022,202104079443075800,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,03052021,2500,C00541862,H4MO08162,"SMITH, JASON T",REP,H,B41EAA6813F764835808,1508273,NA,NA,4040720211276558300
C00131185,N,M4,P2022,202104069443071520,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,03242021,5000,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,83790311,1508071,NA,CONTRIBUTIONS,4040720211276557300
C00113811,N,M4,P2022,202104069443071260,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,NA,NA,03222021,2500,C00541862,H4MO08162,"SMITH, JASON T",REP,H,BD086733488C245E58E0,1508054,NA,NA,4040720211276558300
C00283135,N,M4,P2022,202104099443159520,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03232021,1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,15571129,1509050,NA,FUTURE EVENT,4041320211277080600
C00283135,N,M4,P2022,202104099443159520,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,03302021,1000,C00541862,H4MO08162,"SMITH, JASON T",REP,H,15575306,1509050,NA,JASON SMITH FOR CONGRESS VIRTUAL EVENT,4041320211277080600
C00387753,N,M4,P2022,202104089443149760,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,03262021,2500,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,83794059,1508770,NA,CONTRIBUTION,4041020211276983300
C00341701,N,Q1,P,202104099443155550,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,03182021,1000,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,SB23.10013,1508856,NA,NA,4041020211276985e3
C00389429,N,M4,P2022,202104219445123700,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,03242021,2500,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,SB23.8531,1514102,NA,NA,4042520211279067e3
C00068692,N,M4,P2022,202104149443327260,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03252021,3000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B96B5AB4610544A95ABA,1510293,NA,NA,4041520211277742e3
C00103937,N,Q1,G2020,202104149443327300,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03312021,-1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,SB23.4528,1510296,NA,NA,4041520211277742600
C00364471,N,30S,P2022,202104149443328e3,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,03262021,1000,C00541862,H4MO08162,"SMITH, JASON T",REP,H,SB23.11308,1510317,NA,NA,4041520211277742600
C00118943,N,M4,P2022,202104209445066460,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03242021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,83770760,1513996,NA,"EVENT: MARCH 24, 2021",4042520211279060500
C00633248,N,M4,P2022,202104209445067400,24K,CCM,CORI BUSH FOR CONGRESS,SAINT LOUIS,MO,631212911,NA,NA,03302021,1000,C00638767,H8MO01143,"BUSH, CORI",DEM,H,VNV4WA268Y2,1513999,NA,NA,4050620211286228e3
C00078451,N,M4,P2022,202104199443807780,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,03092021,1000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,83687040,1513048,NA,NA,4042320211278911500
C00035451,N,M4,P2022,202104209445077440,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,03222021,5000,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,18262651,1514019,NA,NA,4042520211279065600
C00089458,N,M4,P2022,202104209445077600,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,NA,NA,03232021,5000,C00359034,H0MO06073,"GRAVES, SAMUEL B. JR.",REP,H,45748045,1514024,NA,NA,4042520211279064e3
C00089458,N,M4,P2022,202104209445077600,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,03232021,2500,C00541862,H4MO08162,"SMITH, JASON T",REP,H,45748052,1514024,NA,NA,4042520211279064e3
C00011114,N,M4,P2022,202104209445078080,24K,CCM,CORI BUSH FOR CONGRESS,SAINT LOUIS,MO,631212911,NA,NA,03042021,2500,C00638767,H8MO01143,"BUSH, CORI",DEM,H,500022931,1514036,NA,NA,4042520211279065600
C00150367,N,M4,P2022,202104199443822180,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03262021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,25968101,1513282,NA,CONTRIBUTION,4042320211278910500
C00170258,N,M4,P2022,202104199443823520,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,NA,NA,03192021,1000,C00541862,H4MO08162,"SMITH, JASON T",REP,H,BD2AB7F9C51384338A5C,1513305,NA,NA,4042320211278913500
C00170258,N,M4,P2022,202104199443823520,24K,CCM,BLAINE FOR CONGRESS,SAINT ELIZABETH,MO,650750098,NA,NA,03042021,5000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,B0292A8DA8BB1406083C,1513305,NA,NA,4042320211278913500
C00133389,N,M4,P2022,202104149443320540,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,03052021,1000,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,SB23.4450,1510172,NA,NA,4041620211277880300
C00022343,N,M4,P2022,202104199443809060,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,NA,NA,03292021,1000,C00541862,H4MO08162,"SMITH, JASON T",REP,H,18263614,1513118,NA,NA,4042320211278912e3
C00022343,N,M4,P2022,202104199443809020,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,NA,NA,03102021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,18220327,1513118,NA,NA,4042320211278912e3
C00022343,N,M4,P2022,202104199443809020,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,03102021,5000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,18220334,1513118,NA,NA,4042320211278912e3
C00503680,N,M4,P2022,202104199443809280,24K,CCM,BLAINE FOR CONGRESS,JEFFERSON CITY,MO,65102,NA,NA,03242021,1000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,SB23.8482,1513131,NA,NA,4042320211278911500
C00572271,N,30S,P2022,202104199443809500,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,03172021,5000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B2FCFEAAE2EC041B3BD8,1513141,NA,NA,4042320211278910500
C00040659,N,M4,P2022,202104199443809660,24K,CCM,BLAINE FOR CONGRESS,SAINT ELIZABETH,MO,65075,NA,NA,03182021,1000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,197E11F940AA89FDDC0,1513152,NA,NA,4042320211278910500
C00039578,N,M4,P2022,202104199443809800,24K,CCM,ANN WAGNER FOR CONGRESS,WASHINGTON,DC,20003,NA,NA,03252021,2500,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,45758020,1513161,NA,PAC CONTRIBUTION,4042320211278912e3
C00039578,N,M4,P2022,202104199443809800,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,03252021,5000,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,45758027,1513161,NA,PAC CONTRIBUTION,4042320211278912e3
C00039578,N,M4,P2022,202104199443809800,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64112,NA,NA,03252021,2500,C00395848,H4MO05234,"CLEAVER II, EMANUEL",DEM,H,45758037,1513161,NA,PAC CONTRIBUTION,4042320211278912e3
C00004275,N,M4,P2022,202104199443811420,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,NA,NA,03252021,5000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,B82A885D8482C4F30917,1513183,NA,NA,4042320211278912e3
C00361758,N,M4,P2022,202104199443827870,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,NA,NA,03222021,1000,C00495846,H2MO02102,"WAGNER, ANN L.",REP,H,50C55DD2979168AFE01,1513335,NA,NA,4042320211278914e3
C00034272,N,Q1,P2022,202104129443200200,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,NA,NA,03102021,2500,C00458679,H8MO09153,"LUETKEMEYER, W BLAINE",REP,H,SB23.20682,1509313,NA,NA,4041320211277081600
